var1,var2,var3,var4,var5
0.25403373106382787,10.310592653695494,b,75.69413407230886,yellow
0.6378272983711213,11.829506480135024,c,70.98746590612375,yellow
0.9571886421181262,19.66373859671876,b,71.75398068356087,orange
0.5525467388797551,17.153596251737326,a,67.96193768805541,blue
0.9830671430099756,11.60814497852698,c,66.47981611294412,yellow
0.5114738680422306,11.521689058281481,c,63.30091002907963,orange
0.9328233618289232,10.734686818905175,a,69.77984907204743,orange
0.4284277188125998,11.504733718466014,d,61.708014048271835,orange
0.48558513540774584,14.940859926864505,a,64.93731154499324,yellow
0.3816522262059152,13.558223089203238,a,62.042360314058264,red
0.8910152181051672,17.042415163014084,b,62.67466123424424,yellow
0.16378996684215963,16.367142107337713,b,68.71614862719504,red
0.47413446311838925,12.086530458182096,a,72.99661645335054,orange
0.8512112230528146,12.016799384728074,d,73.04446598226455,yellow
0.8574637512210757,13.751192893832922,c,76.43291915423902,yellow
0.7396847205236554,15.40828866418451,d,72.35922021618194,yellow
0.35309969587251544,18.668182420078665,b,75.38632109443365,orange
0.6733730831183493,12.379298792220652,a,69.88386955265825,orange
0.8515682460274547,14.436408253386617,d,67.88538882940452,yellow
0.5953580341301858,18.848239574581385,a,69.648352601509,yellow
0.3509259158745408,14.186380340252072,d,67.34994184317893,red
0.4196188219357282,14.239287294913083,d,71.839467335856,red
0.6176908072084188,12.48000357998535,d,70.71679973411864,yellow
0.690269484417513,12.208403823897243,a,75.35932577098185,yellow
0.7499205486383289,14.828540601301938,c,71.42621409162129,orange
0.6189545360393822,16.622140046674758,d,68.84877486430867,orange
0.3848312785848975,11.227086251601577,c,65.7742553768907,yellow
0.5233349103946239,13.341717412695289,d,71.86360872423772,red
0.6872439810540527,12.198522905819118,b,69.7272476884599,red
0.07849797862581909,19.276721328496933,c,68.94842429910113,red
0.8113283258862793,11.791160183493048,b,74.25841645392725,blue
0.13732813391834497,10.193596296012402,b,55.70257285108063,red
0.9687512065283954,15.355199072510004,a,64.00600273064902,red
0.6542241745628417,17.511075974907726,a,70.48014280682841,blue
0.9464891343377531,12.243634683545679,d,72.31083228818929,blue
0.12507867626845837,16.317225825041533,a,69.2206870984091,yellow
0.5538836331106722,19.597750131506473,d,74.37482532880601,yellow
0.4694821301382035,17.931735140737146,d,70.09872127706949,yellow
0.8617214334663004,15.676760761998594,b,77.64619761406249,red
0.6161924968473613,18.94160802476108,b,72.14845521640547,blue
0.10261076525785029,17.95464946422726,c,71.93818312945648,blue
0.9629686721600592,10.896115198265761,d,71.9449181461591,red
0.42129436414688826,14.931561171542853,a,70.76033420121873,yellow
0.45323359151370823,14.343212815001607,c,76.31112970127009,yellow
0.5552218987140805,16.887186747044325,d,75.3714281754442,blue
0.21239776629954576,17.359822057187557,b,62.89370529509384,red
0.3899934913497418,16.388883467298,c,70.35328546054953,orange
0.21624630130827427,13.526169396936893,d,78.24142503654184,blue
0.7608127547428012,15.448169247247279,c,62.84468064296941,orange
0.6878347648307681,13.757517596241087,b,74.36989654568109,blue
0.221656579291448,18.722369882743806,a,64.84564540921352,yellow
0.14966658456251025,14.407579626422375,b,66.53297976769169,yellow
0.9255408784374595,12.853758272249252,b,72.53268442952105,blue
0.008676917292177677,12.584070924203843,a,74.29890052629096,yellow
0.8009108831174672,17.09736895514652,b,76.23636193418464,red
0.10267738439142704,10.728660102467984,b,66.98425781425767,red
0.34481014497578144,14.950126570183784,d,60.17673342138528,orange
0.7894822331145406,17.383251457940787,d,64.4994277815576,blue
0.07667937921360135,12.839284420479089,c,72.48253516441747,red
0.5261130309663713,16.53407541802153,d,69.85004745536757,blue
0.07751422002911568,12.469000944402069,c,69.28163246385294,red
0.6353787935804576,10.102361899334937,c,66.49539294535222,orange
0.37136953277513385,18.78860464086756,d,65.68194364659288,yellow
0.4512335369363427,17.61994100175798,d,75.62235359028547,blue
0.6120132333599031,16.44110790686682,a,57.32929281028695,yellow
0.1282615321688354,19.004022947046906,b,69.44663508206175,yellow
0.7640330023132265,13.047683427575976,a,75.20269047942213,blue
0.8574501976836473,14.70861450303346,c,74.20848158249647,red
0.6672804430127144,12.638421708252281,c,71.33974512233442,red
0.4165703267790377,17.986994243692607,a,76.71549247643213,yellow
0.36244733678177,19.566692928783596,d,68.9701699003016,red
0.7536877985112369,19.02402492472902,b,66.35937212261591,orange
0.6170421044807881,14.117665002122521,c,60.46258554388515,orange
0.6047283916268498,10.162651867140085,d,74.1948127409362,yellow
0.3968795510008931,11.68805253924802,a,64.71831270558523,orange
0.7165136511903256,10.4363668942824,b,68.52012649394655,orange
0.9046802602242678,15.150545933283865,a,66.05871825171867,orange
0.6321749459020793,19.70481155673042,a,62.522790840312524,orange
0.5063310540281236,10.503461814951152,a,66.70673592213383,blue
0.6451045111753047,17.252976382151246,c,76.57787514252999,orange
0.3331707997713238,17.852341406978667,a,70.40021318261252,orange
0.13769411551766098,17.250392762944102,b,75.7243607863628,red
0.6489349107723683,11.452260403893888,b,73.12618138475116,orange
0.44217374571599066,19.282900628168136,a,67.25852661496059,yellow
0.5164019116200507,11.517573785968125,d,63.95007464300783,red
0.883948028087616,11.265961294993758,d,71.82982691316305,blue
0.4763868502341211,18.645363892428577,b,68.82338559237536,orange
0.1767194855492562,16.566728502511978,c,64.25023240342342,yellow
0.09741473104804754,12.696374082006514,a,74.64431938647752,orange
0.29085194831714034,12.190506688784808,c,65.02433372007786,orange
0.016299960436299443,13.647155391518027,d,72.85175007435946,blue
0.1320605908986181,15.192493854556233,a,67.7225401019168,orange
0.18576403823681176,15.342628590296954,a,67.59292033970432,orange
0.8002554948907346,17.150950247887522,b,79.24744102525783,yellow
0.7299735040869564,12.580669773742557,b,75.49315171760479,red
0.9218589649535716,14.84319533687085,a,62.66546826509228,yellow
0.7200436701532453,16.201835088431835,c,80.46131655619442,orange
0.008648868650197983,18.776023851241916,d,74.1991102660719,red
0.49765342520549893,12.202191513497382,b,64.74793379106657,orange
0.7009770914446563,11.599094069097191,b,62.29974658867383,orange
