var1,var2,var3,var4,var5
0.6021140441298485,17.528835942503065,b,68.94367665472939,red
0.19504392729140818,18.51101113250479,a,67.40379596996692,orange
0.9664587320294231,18.459416606929153,a,71.5356838955967,blue
0.6509055292699486,10.997712558601052,c,73.17974338352398,blue
0.3670718935318291,14.04977853409946,c,59.498966191537164,blue
0.9888592113275081,15.223920247517526,b,69.28764858381501,blue
0.8151934128254652,19.532910608686507,d,59.54956162769766,blue
0.25396836875006557,19.12784368963912,b,59.20455037829763,orange
0.6872308466117829,16.587991435080767,d,70.98776140646146,blue
0.8314290205016732,13.193287479225546,c,67.75165044369076,blue
0.10466936440207064,11.871246139053255,a,64.03390206965581,blue
0.6461509100627154,18.795079588890076,c,74.25872806051642,yellow
0.5090903921518475,12.42286232765764,b,63.363101474922146,blue
0.7066285675391555,11.389243036974221,c,70.33320809833266,blue
0.8623136566020548,16.985253107268363,c,69.929098837524,red
0.8417851452250034,16.96476224111393,d,70.33070992931475,red
0.447443719021976,18.763595309574157,a,68.53404171074467,red
0.964666954241693,15.64736456843093,d,58.474992954437866,red
0.14118707296438515,14.559565470553935,a,70.55493854338971,yellow
0.7767125128302723,15.176411017309874,c,73.0359257616442,yellow
0.8037273993249983,16.17377968505025,a,67.40557669989228,yellow
0.7933459524065256,12.999665078241378,d,72.10391904075082,red
0.35756311821751297,13.344451314769685,b,68.53239497517438,orange
0.05800106190145016,11.239187659230083,a,78.86266300287834,blue
0.5657461432274431,12.77863755589351,c,69.45608529736803,red
0.6590069213416427,10.941217618528754,b,65.9831658418326,red
0.10697354190051556,10.973810297437012,d,80.36776348683526,orange
0.14838385884650052,12.586317674722522,d,75.14595062829588,red
0.9277570256963372,10.68402893608436,c,74.38423757463401,red
0.47636970109306276,15.916160533670336,a,77.98406669168047,yellow
0.49855871871113777,11.229534277226776,d,71.8081520099423,red
0.2567426864989102,15.015730168670416,a,75.07322896877422,orange
0.49166942574083805,13.696451818104833,d,73.58271707834305,orange
0.11747589986771345,17.74581848178059,c,64.27345612114614,orange
0.512806240003556,17.061897853855044,c,64.95479102043889,blue
0.6578783285804093,10.56000259006396,c,76.65102289215594,orange
0.12154905986972153,12.295698216184974,d,72.88077830512367,yellow
0.5159348680172116,15.603336652275175,d,66.94006404018579,red
0.3016810871195048,18.927883652504534,d,66.63990706458499,yellow
0.7603277894668281,16.306751458905637,b,76.41391822520734,blue
0.915261876070872,10.63602945767343,d,70.10989377740073,orange
0.45743064186535776,13.497734037227929,a,76.47209536386144,orange
0.9210739340633154,10.302646642085165,d,62.53789478378056,yellow
0.2591188030783087,15.015338030643761,b,59.557806762618675,yellow
0.3437780737876892,10.922626743558794,b,63.410614161457815,red
0.42917253519408405,14.268485703505576,a,74.29987011551621,red
0.3302786438725889,13.096378587651998,b,68.47561816945144,orange
0.7528325410094112,18.684028752613813,d,74.3476123049511,red
0.8438980760984123,15.159940223675221,c,73.5508262998891,red
0.010872399434447289,16.547003884334117,d,66.35189698879462,yellow
0.6667000714223832,12.93004170525819,d,74.09345095017888,red
0.7141199472825974,17.61737061664462,d,69.69420022691125,red
0.7685037958435714,16.405812604352832,b,72.63702201904496,blue
0.9419000814668834,19.089156547561288,c,69.97832452602579,red
0.2480386181268841,18.42095281695947,d,71.14237398954852,blue
0.9107371382415295,17.442764916922897,d,64.47123613080214,blue
0.6278620902448893,11.630376069806516,a,60.9462843836258,red
0.7761303186416626,19.233971498906612,c,66.898600064337,blue
0.8178044355008751,19.79338493430987,d,71.3950572667867,orange
0.2735253043938428,15.793226016685367,b,74.815068254002,yellow
0.321796320611611,15.012698515783995,c,79.91549536748417,blue
0.9964379137381911,16.975299934856594,c,74.0815417086442,blue
0.5018750333692878,19.90229217102751,d,71.8707904220545,blue
0.7251387152355164,17.82501794397831,d,66.20349833331403,blue
0.9265261124819517,15.612989531364292,c,78.942517140785,yellow
0.9464498700108379,17.015668274834752,c,76.04143508094522,blue
0.7741786113474518,13.207583033945411,a,73.19983116424966,red
0.33091743057593703,16.458512577228248,c,76.62060846500555,orange
0.8330178803298622,13.193404574412853,c,66.49092389460434,orange
0.9119115669745952,18.476919690147042,c,72.4808150326217,blue
0.6802781771402806,13.09755954425782,c,71.42790100497243,blue
0.6810255497694016,19.423689518589526,d,68.80254620010726,yellow
0.40481324680149555,13.735974049195647,a,68.10848009590148,yellow
0.6809111023321748,17.630946529097855,a,72.29391303454572,red
0.8490990004502237,17.306119992863387,b,67.22085450031861,orange
0.6540613637771457,18.406178534496576,a,48.94669117557245,orange
0.26102153956890106,15.5077801970765,c,67.38188608132252,yellow
0.23254455882124603,18.217653755564243,d,70.1660053250728,yellow
0.09404937108047307,14.39727887744084,a,68.72739765326139,red
0.7431597600225359,13.432274712249637,d,77.15059599536795,red
0.641289948951453,12.18865999719128,a,74.97013914476975,orange
0.890268970048055,13.78041883930564,a,66.26940646155215,red
0.7646007675211877,10.937268636189401,c,66.1982780729383,orange
0.8347800462506711,12.211003853008151,c,65.57280763916992,orange
0.9935256720054895,19.823133994359523,c,67.08523727875392,yellow
0.9099026680923998,11.037715612910688,b,67.61606271186925,orange
0.16230692737735808,16.476020209956914,d,73.6340345927121,orange
0.8553656910080463,15.224115862511098,d,68.30772704599322,red
0.36749330163002014,14.113490735180676,a,73.89451516716811,red
0.7989364184904844,19.107963838614523,b,60.866903541031846,red
0.8951333747245371,19.396556050051004,c,69.87127084912467,blue
0.012139142258092761,10.564577812328935,d,61.9523190562586,blue
0.12958548008464277,14.32473824126646,b,70.49595411674528,blue
0.09143885807134211,11.593434028327465,b,68.50145292166384,orange
0.9405619946774095,19.005416953004897,c,67.55419013676399,blue
0.1338792615570128,13.596446306910366,b,73.12064081283931,blue
0.7605292308144271,11.581583640072495,a,64.63949250378279,yellow
0.27862704265862703,18.86297974269837,d,69.33598302441455,yellow
0.8249243549071252,10.073948681820184,c,74.77056374194055,orange
