var1,var2,var3,var4,var5
0.06936091580428183,14.82976347208023,c,71.26170019547554,blue
0.8177751987241209,18.410553340800107,a,73.21157132575128,orange
0.9426217323634773,14.551458640489727,a,68.26531946146274,yellow
0.26938187633641064,18.60517306951806,a,67.4236838422573,yellow
0.16934812325052917,16.76102387253195,d,71.99084461665056,red
0.033895622473210096,17.275830896105617,c,74.76778606826059,blue
0.1787850041873753,19.78325667558238,a,71.30089462192049,red
0.6416653655469418,11.952676849905401,a,59.74932811584196,yellow
0.02287774346768856,11.466545392759144,b,71.43985358787863,blue
0.00832482660189271,14.981208599638194,a,71.8097270958904,orange
0.39269719715230167,17.68724304623902,a,61.56629488049807,red
0.8138805592898279,12.900771219283342,c,76.2358490112918,blue
0.3762484553735703,17.051427331753075,a,61.14903558978061,orange
0.380812183720991,10.833428469486535,d,71.11417932726005,orange
0.264918377622962,10.943772073369473,c,67.19739783458684,orange
0.43933431641198695,15.861737306695431,c,67.45935218898069,blue
0.45760715124197304,14.012787016108632,d,65.30583455908003,yellow
0.5407075472176075,16.50969899026677,c,78.17824692119899,blue
0.6656798298936337,16.23317167395726,c,66.7359155566654,yellow
0.1126989375334233,19.24833186203614,b,74.19606809737972,blue
0.2183671675156802,16.57829521689564,c,66.9420235407037,orange
0.7878363474737853,18.840770982205868,d,68.14141514318476,orange
0.09785303962416947,18.39990925975144,c,67.42383020851368,red
0.7098304661922157,19.421631898730993,a,68.29115694861865,red
0.21782304323278368,18.03937057266012,b,73.41959390289327,yellow
0.2679435929749161,16.58294655615464,d,73.99171233458149,blue
0.5047679517883807,15.781366685405374,c,66.00097928876575,blue
0.18858692678622901,16.551903830841184,d,71.14815122445219,orange
0.4394293250516057,17.97951072687283,d,78.4677396529647,orange
0.6698192958720028,15.690330581273884,b,66.15764515154325,red
0.2408832311630249,18.014439549297094,d,62.28423638714348,blue
0.8932648957706988,12.144856953527778,b,63.3969954673298,blue
0.8827563868835568,19.746556151658297,d,66.62089247714546,red
0.8140632545109838,11.736853788606822,b,68.16497287024582,red
0.6332646082155406,10.158068959135562,d,67.43063909523875,orange
0.9410875446628779,18.89498413540423,d,65.20373018469589,orange
0.6939114243723452,18.342558043077588,c,69.39168163807024,blue
0.843702238984406,16.40585024142638,b,73.32968575559363,red
0.38464446016587317,18.73908169567585,b,76.19359909507723,red
0.39112994633615017,15.946785435080528,c,75.91970391271043,yellow
0.5884818299673498,12.996523578185588,a,77.49180745648539,blue
0.5304775098338723,18.401162822265178,a,68.55447822322826,yellow
0.9776358909439296,15.988300901371986,b,79.61843609235942,red
0.19764959532767534,17.103120784740895,c,72.5925622527727,orange
0.8442259873263538,13.338136738166213,d,72.3829547834352,red
0.0950279189273715,15.82151465350762,d,71.51301873272988,blue
